sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	Tam	Voice	head_index	head_inflection	karaka Relation
5	12	अख्तर	अख्तर	n	m	sg	3	d	0	0	-	12.0	तथा	ccof
5	13	जम्मू	जम्मू	n	m	sg	3	d	0	0	-	16.0	जेल	nmod__adj
5	14	में	में	psp	-	-	-	-	-	-	-	16.0	जेल	lwg__psp
5	15	,	COMMA	punc	-	-	-	-	-	-	-	16.0	जेल	rsym
5	16	जबकि	जबकि	avy	-	-	-	-	-	-	-	0.0	ROOT	main
5	17	इरशाद	इरशाद	n	m	sg	3	d	0	0	-	22.0	तथा	ccof
5	18	तथा	तथा	avy	-	-	-	-	-	-	-	29.0	थे	k1
5	19	मोहम्मद	मोहम्मद	n	m	sg	3	d	0	0	-	24.0	शरीफ	pof__cn
5	20	शरीफ	शरीफ	n	m	sg	3	d	0	0	-	22.0	तथा	ccof
5	21	संगरूर	संगरूर	n	m	sg	3	d	0	0	-	26.0	जेल	nmod__adj
5	22	जेल	जेल	n	m	sg	3	o	0_में	0	-	29.0	थे	k7p
5	23	में	में	psp	-	-	-	-	-	-	-	26.0	जेल	lwg__psp
5	24	बंद	बंद	adj	any	any	-	-	-	-	-	29.0	थे	k1s
5	25	थे	था	v	m	pl	any	-	था	WA	active	20.0	जबकि	ccof
5	26	।	।	punc	-	-	-	-	-	-	-	20.0	जबकि	rsym
6	1	इन	यह	pn	any	pl	3	o	-	-	-	2.0	कैदियों	nmod__adj
6	2	कैदियों	कैदी	n	m	pl	3	o	0_में	0	-	11.0	है	k7
6	3	में	में	psp	-	-	-	-	-	-	-	2.0	कैदियों	lwg__psp
6	4	फराह	फराह	n	f	sg	3	d	0	0	-	5.0	मसीह	pof__cn
6	5	मसीह	मसीह	n	any	sg	3	d	0	0	-	6.0	नामक	jjmod
6	6	नामक	नामक	adj	any	any	-	d	-	-	-	8.0	युवती	nmod
6	7	एक	एक	num	any	any	-	any	-	-	-	8.0	युवती	nmod__adj
6	8	युवती	युवती	n	f	sg	3	d	0	0	-	11.0	है	k1
6	9	भी	भी	avy	-	-	-	-	-	-	-	8.0	युवती	lwg__rp
6	10	शामिल	शामिल	adj	any	any	-	-	-	-	-	11.0	है	pof
6	11	है	है	v	any	sg	3	-	है	hE	active	0.0	ROOT	main
6	12	।	।	punc	-	-	-	-	-	-	-	11.0	है	rsym
7	1	नॅरवाल	नॅरवाल	n	m	sg	3	d	0	0	-	2.0	जिले	nmod__adj
7	2	जिले	जिला	n	m	sg	3	d	0	0	-	5.0	गांव	nmod
7	3	केकोटली	केकोटली	n	m	sg	3	d	0	0	-	4.0	खान	pof__cn
7	4	खान	खान	n	m	sg	3	d	0	0	-	5.0	गांव	nmod__adj
7	5	गांव	गाँव	n	m	sg	3	o	0_का	0	-	8.0	युवती	r6
7	6	की	का	psp	f	sg	-	d	-	-	-	5.0	गांव	lwg__psp
7	7	यह	यह	pn	any	sg	3	d	-	-	-	8.0	युवती	nmod__adj
7	8	युवती	युवती	n	f	sg	3	d	0	0	-	17.0	चली	k1
7	9	तीन	तीन	num	any	any	-	-	any	-	-	10.0	साल	nmod__adj
7	10	साल	साल	n	m	sg	3	d	0_पहले	0	-	17.0	चली	k7t
7	11	पहले	पहले	nst	m	sg	3	d	-	-	-	10.0	साल	lwg__psp
7	12	गलती	गलती	n	f	sg	3	o	0_से	0	-	17.0	चली	adv
7	13	से	से	psp	-	-	-	-	-	-	-	12.0	गलती	lwg__psp
7	14	भारतीय	भारतीय	adj	any	any	-	o	-	-	-	15.0	सीमा	nmod__adj
7	15	सीमा	सीमा	n	f	sg	3	o	0_में	0	-	17.0	चली	k7p
7	16	में	में	psp	-	-	-	-	-	-	-	15.0	सीमा	lwg__psp
7	17	चली	चल	v	f	sg	any	-	या_आ+या_था	yA	active	0.0	ROOT	main
7	18	आई	आ	v	f	sg	any	-	या	yA	-	17.0	चली	lwg__vaux
7	19	थी	था	v	f	sg	any	-	था	WA	-	18.0	आई	lwg__vaux_cont
7	20	।	।	punc	-	-	-	-	-	-	-	17.0	चली	rsym
8	1	उसे	वह	pn	any	sg	3	o	को	ko	-	10.0	रखा	k2
8	2	बाद	बाद	nst	m	sg	3	o	0_में	-	-	10.0	रखा	k7t
8	3	में	में	psp	-	-	-	-	-	-	-	2.0	बाद	lwg__psp
8	4	जालंधर	जालंधर	n	m	sg	3	d	0	0	-	5.0	स्थित	jjmod
8	5	स्थित	स्थित	adj	any	any	-	o	-	-	-	8.0	आश्रम	nmod
8	6	गांधी	गांधी	n	any	sg	3	d	0	0	-	8.0	आश्रम	pof__cn
8	7	वनीता	वनीता	n	f	sg	3	d	0	0	-	8.0	आश्रम	pof__cn
8	8	आश्रम	आश्रम	n	m	sg	3	o	0_में	0	-	10.0	रखा	k7p
8	9	में	में	psp	-	-	-	-	-	-	-	8.0	आश्रम	lwg__psp
8	10	रखा	रख	v	m	sg	any	-	या_जा+या१_था	yA	passive	0.0	ROOT	main
8	11	गया	जा	v	m	sg	any	-	या१	yA1	-	10.0	रखा	lwg__vaux
8	12	था	था	v	m	sg	any	-	था	WA	-	11.0	गया	lwg__vaux_cont
8	13	।	।	punc	-	-	-	-	-	-	-	10.0	रखा	rsym
9	1	पंद्रह	पंद्रह	num	any	any	-	any	-	-	-	3.0	अल्ताफ	nmod__adj
9	2	वर्षीय	वर्षीय	adj	any	any	-	d	-	-	-	3.0	अल्ताफ	nmod__adj
9	3	अल्ताफ	अल्ताफ	n	m	sg	3	d	0	0	-	14.0	कर	k1
9	4	भी	भी	avy	-	-	-	-	-	-	-	3.0	अल्ताफ	lwg__rp
9	5	तीन	तीन	num	any	any	-	-	any	-	-	6.0	साल	nmod__adj
9	6	साल	साल	n	m	sg	3	d	0_पहले	0	-	14.0	कर	k7t
9	7	पहले	पहले	nst	m	sg	3	d	-	-	-	6.0	साल	lwg__psp
9	8	गलती	गलती	n	f	sg	3	o	0_से	0	-	14.0	कर	adv
9	9	से	से	psp	-	-	-	-	-	-	-	8.0	गलती	lwg__psp
9	10	भारतीय	भारतीय	adj	any	any	-	d	-	-	-	11.0	सीमा	nmod__adj
9	11	सीमा	सीमा	n	f	sg	3	o	0_में	0	-	14.0	कर	k7p
9	12	में	में	psp	-	-	-	-	-	-	-	11.0	सीमा	lwg__psp
9	13	प्रवेश	प्रवेश	n	m	sg	3	d	0	0	-	14.0	कर	pof
9	14	गया	जा	v	m	sg	any	-	या१	yA1	-	14.0	कर	lwg__vaux
9	15	था	था	v	m	sg	any	-	था	WA	-	15.0	गया	lwg__vaux_cont
9	16	,	COMMA	punc	-	-	-	-	-	-	-	14.0	कर	rsym
9	17	उसे	वह	pn	any	sg	3	o	को	ko	-	26.0	रखा	k2
9	18	फरीदकोट	फरीदकोट	n	m	sg	3	d	0	0	-	21.0	स्थित	jjmod
9	19	स्थित	स्थित	adj	any	any	-	o	-	-	-	24.0	गृह	nmod
9	20	बाल	बाल	n	m	sg	3	d	0	0	-	24.0	गृह	pof__cn
9	21	संरक्षण	संरक्षण	n	m	sg	3	d	0	0	-	24.0	गृह	pof__cn
9	22	गृह	गृह	n	m	sg	3	o	0_में	0	-	26.0	रखा	k7p
9	23	में	में	psp	-	-	-	-	-	-	-	24.0	गृह	lwg__psp
9	24	गया	जा	v	m	sg	any	-	या१	yA1	-	26.0	रखा	lwg__vaux
9	25	था	था	v	m	sg	any	-	था	WA	-	27.0	गया	lwg__vaux_cont
10	1	इसमें	यह	pn	any	sg	3	o	में	meM	-	7.0	हैं	k7
10	2	अब	अब	pn	-	-	-	d	-	-	-	7.0	हैं	k7t
10	3	भी	भी	avy	-	-	-	-	-	-	-	2.0	अब	lwg__rp
10	4	पांच	पांच	num	any	any	any	-	-	-	-	6.0	लड़के	nmod__adj
10	5	पाकिस्तानी	पाकिस्तानी	adj	any	any	-	d	-	-	-	6.0	लड़के	nmod__adj
10	6	लड़के	लडका	n	m	pl	3	d	0	0	-	7.0	हैं	k1
10	7	हैं	है	v	any	pl	3	-	है	hE	active	0.0	ROOT	main
10	8	।	।	punc	-	-	-	-	-	-	-	7.0	हैं	rsym
11	1	गृह	गृह	n	m	sg	3	d	0	0	-	2.0	मंत्रालय	pof__cn
11	2	मंत्रालय	मंत्रालय	n	m	sg	3	o	0_द्वारा	0	-	11.0	लिए	k1
11	3	द्वारा	द्वारा	psp	-	-	-	-	-	-	-	2.0	मंत्रालय	lwg__psp
11	4	इनके	यह	pn	m	pl	3	o	0_खिलाफ	ke	-	11.0	लिए	vmod
11	5	खिलाफ	खिलाफ	adj	-	-	-	-	-	-	-	4.0	इनके	lwg__psp
11	6	पासपोर्ट	पासपोर्ट	n	m	sg	3	d	0	0	-	7.0	एक्ट	pof__cn
11	7	एक्ट	एक्ट	n	m	sg	3	o	0_का	0	-	9.0	मामला	r6
11	8	का	का	psp	m	sg	-	d	-	-	-	7.0	एक्ट	lwg__psp
11	9	मामला	मामला	n	m	sg	3	d	0	0	-	11.0	लिए	k2
11	10	वापस	वापस	adj	any	any	-	-	-	-	-	11.0	लिए	pof
11	11	लिए	ले	v	m	sg	3	-	या_जा+ना_के_बाद	yA	-	22.0	हो	k7t
11	12	जाने	जा	v	any	any	any	o	ना	nA	-	11.0	लिए	lwg__vaux
11	13	के	के	psp	-	-	-	-	-	-	-	11.0	लिए	lwg__psp
11	14	बाद	बाद	nst	m	sg	3	d	-	-	-	11.0	लिए	lwg__psp
11	15	इन	यह	pn	any	pl	3	o	-	-	-	16.0	कैदियों	nmod__adj
11	16	कैदियों	कैदी	n	m	pl	3	o	0_का	0	-	18.0	रिहाई	r6
11	17	की	का	psp	f	sg	-	o	-	-	-	16.0	कैदियों	lwg__psp
11	18	रिहाई	रिहाई	n	f	sg	3	o	0_का	0	-	20.0	रास्ता	r6
11	19	का	का	psp	m	sg	-	d	-	-	-	18.0	रिहाई	lwg__psp
11	20	रास्ता	रास्ता	n	m	sg	3	d	0	0	-	22.0	हो	k1
11	21	साफ	साफ	adj	any	any	-	-	-	-	-	22.0	हो	pof
11	22	हो	हो	v	any	sg	any	-	0_सक+या	0	active	0.0	ROOT	main
11	23	सका	सक	v	m	sg	any	-	या	yA	-	22.0	हो	lwg__vaux
11	24	।	।	punc	-	-	-	-	-	-	-	22.0	हो	rsym
12	1	वित्त	वित्त	n	m	sg	3	d	0	0	-	2.0	मंत्री	pof__cn
12	2	मंत्री	मंत्री	n	m	sg	3	d	0	0	-	4.0	चिदंबरम	nmod__adj
12	3	पी.	पी.	n	m	sg	3	d	0	0	-	4.0	चिदंबरम	pof__cn
12	4	चिदंबरम	चिदंबरम	n	m	sg	3	o	0_ने	0	-	24.0	कर	k1
12	5	ने	ने	psp	-	-	-	-	-	-	-	4.0	चिदंबरम	lwg__psp
12	6	सोमवार	सोमवार	n	m	sg	3	o	0_को	0	-	24.0	कर	k7t
12	7	को	को	psp	-	-	-	-	-	-	-	6.0	सोमवार	lwg__psp
12	8	आर्थिक	आर्थिक	adj	any	any	-	o	-	-	-	9.0	मामलों	nmod__adj
12	9	मामलों	मामला	n	m	pl	3	o	0_में	0	-	19.0	अटकाने	k7
12	10	में	में	psp	-	-	-	-	-	-	-	9.0	मामलों	lwg__psp
12	11	यूपीए	यूपीए	n	m	sg	3	d	0	0	-	12.0	सरकार	nmod__adj
12	12	सरकार	सरकार	n	f	sg	3	o	0_का	0	-	14.0	राह	r6
12	13	की	का	psp	f	sg	-	o	-	-	-	12.0	सरकार	lwg__psp
12	14	राह	राह	n	f	sg	3	o	0_में	0	-	19.0	अटकाने	k7
12	15	में	में	psp	-	-	-	-	-	-	-	14.0	राह	lwg__psp
12	16	वामदलों	वामदल	n	m	pl	3	o	0_का	0	-	18.0	रोड़े	r6-k2
12	17	के	का	psp	m	pl	-	d	-	-	-	16.0	वामदलों	lwg__psp
12	18	रोड़े	रोड़ा	n	m	pl	3	d	0	0	-	19.0	अटकाने	pof
12	19	अटकाने	अटका	v	any	sg	any	o	ना_का	nA	-	21.0	बात	r6
12	20	की	का	psp	f	sg	-	o	-	-	-	19.0	अटकाने	lwg__psp
12	21	बात	बात	n	f	sg	3	o	0_को	0	-	24.0	कर	k2
12	22	को	को	psp	-	-	-	-	-	-	-	21.0	बात	lwg__psp
12	23	दरकिनार	दरकिनार	adv	-	-	-	-	-	-	-	24.0	कर	pof
12	24	कर	कर	v	any	sg	any	-	0_दे+या	0	active	0.0	ROOT	main
12	25	दिया	दे	v	m	sg	any	-	या	yA	-	24.0	कर	lwg__vaux
12	26	।	।	punc	-	-	-	-	-	-	-	24.0	कर	rsym
13	1	उन्होंने	वह	pn	any	sg	3h	o	ने	ne	-	2.0	कहा	k1
13	2	कहा	कह	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
13	3	कि	कि	avy	-	-	-	-	-	-	-	2.0	कहा	k2
13	4	वामदल	वामदल	n	m	pl	3	d	0	0	-	9.0	रखते	k1
13	5	केवल	केवल	avy	-	-	-	-	-	-	-	6.0	अपने	lwg__rp
13	6	अपने	अपना	pn	m	any	any	o	0	0	-	7.0	विचारों	r6
13	7	विचारों	विचार	n	m	pl	3	o	0_को	0	-	9.0	रखते	k2
13	8	को	को	psp	-	-	-	-	-	-	-	7.0	विचारों	lwg__psp
13	9	रखते	रख	v	m	pl	3	-	ता_है	wA	active	3.0	कि	ccof
13	10	हैं	है	v	any	pl	3	-	है	hE	-	9.0	रखते	lwg__vaux
13	11	जिसका	जो	pn	m	sg	3	o	का	kA	-	13.0	ध्यान	r6-k2
13	12	पूरा	पूरा	adj	m	sg	-	d	-	-	-	13.0	ध्यान	nmod__adj
13	13	ध्यान	ध्यान	n	m	sg	3	d	0	0	-	14.0	रखा	pof
13	14	रखा	रख	v	m	sg	3	-	या_जा+ता_है	yA	passive	7.0	विचारों	nmod__relc
13	15	जाता	जा	v	m	sg	any	-	ता	wA	-	14.0	रखा	lwg__vaux
13	16	है	है	v	any	sg	3	-	है	hE	-	15.0	जाता	lwg__vaux_cont
13	17	।	।	punc	-	-	-	-	-	-	-	2.0	कहा	rsym
14	1	कांग्रेस	कांग्रेस	n	f	sg	3	o	0_का	0	-	3.0	मुखपत्र	r6
14	2	के	का	psp	m	sg	-	o	-	-	-	1.0	कांग्रेस	lwg__psp
14	3	मुखपत्र	मुखपत्र	n	m	sg	3	o	0	0	-	7.0	दैनिक	nmod
14	4	'	SINGLE_QUOTE	punc	-	-	-	-	-	-	-	5.0	वीकशनम	rsym
14	5	वीकशनम	वीकशनम	n	m	sg	3	d	0	0	-	7.0	दैनिक	nmod__adj
14	6	'	SINGLE_QUOTE	punc	-	-	-	-	-	-	-	5.0	वीकशनम	rsym
14	7	दैनिक	दैनिक	n	m	sg	3	o	0_का	0	-	10.0	समारोह	r6
14	8	के	का	psp	m	sg	-	o	-	-	-	7.0	दैनिक	lwg__psp
14	9	पुर्नस्थापना	पुर्नस्थापना	n	f	sg	3	d	0	0	-	10.0	समारोह	pof__cn
14	10	समारोह	समारोह	n	m	sg	3	o	0_में	0	-	16.0	बताया	k7
14	11	में	में	psp	-	-	-	-	-	-	-	10.0	समारोह	lwg__psp
14	12	चिदंबरम	चिदंबरम	n	m	sg	3	o	0_ने	0	-	16.0	बताया	k1
14	13	ने	ने	psp	-	-	-	-	-	-	-	12.0	चिदंबरम	lwg__psp
14	14	संवाददाताओं	संवाददाता	n	m	pl	3	o	0_को	0	-	16.0	बताया	k4
14	15	को	को	psp	-	-	-	-	-	-	-	14.0	संवाददाताओं	lwg__psp
14	16	बताया	बता	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
14	17	कि	कि	avy	-	-	-	-	-	-	-	16.0	बताया	k2
14	18	वामदलों	वामदल	n	m	pl	3	o	0_का	0	-	21.0	विचारधारा	r6
14	19	की	का	psp	f	sg	-	d	-	-	-	18.0	वामदलों	lwg__psp
14	20	अपनी	अपना	pn	f	any	any	d	0	0	-	21.0	विचारधारा	r6
14	21	विचारधारा	विचारधारा	n	f	sg	3	d	0	0	-	22.0	है	k1
14	22	है	है	v	any	sg	3	-	है	hE	active	23.0	और	ccof
14	23	और	और	avy	-	-	-	-	-	-	-	17.0	कि	ccof
14	24	वे	वह	pn	any	pl	3	d	0	0	-	27.0	करते	k1
14	25	उसका	वह	pn	m	sg	3	o	का	kA	-	26.0	आदर	r6-k2
14	26	आदर	आदर	n	m	sg	3	d	0	0	-	27.0	करते	pof
14	27	करते	कर	v	m	pl	3	-	ता_है	wA	active	23.0	और	ccof
14	28	हैं	है	v	any	pl	3	-	है	hE	-	27.0	करते	lwg__vaux
14	29	।	।	punc	-	-	-	-	-	-	-	16.0	बताया	rsym
15	1	इसी	यह	pn	any	sg	3	o	-	-	-	2.0	तरह	nmod__adj
15	2	तरह	तरह	n	f	sg	3	d	0	0	-	12.0	है	adv
15	3	कांग्रेस	कांग्रेस	n	f	sg	3	o	0_का	0	-	7.0	विकास	r6
15	4	का	का	psp	m	sg	-	d	-	-	-	3.0	कांग्रेस	lwg__psp
15	5	भी	भी	avy	-	-	-	-	-	-	-	3.0	कांग्रेस	lwg__rp
15	6	अपने	अपना	pn	m	any	any	o	0	0	-	7.0	विकास	r6
15	7	विकास	विकास	n	m	sg	3	o	0_का	0	-	11.0	मॉडल	r6
15	8	का	का	psp	m	sg	-	d	-	-	-	7.0	विकास	lwg__psp
15	9	एक	एक	num	any	any	-	any	-	-	-	11.0	मॉडल	nmod
15	10	अपना	अपना	pn	m	sg	any	d	0	0	-	11.0	मॉडल	r6
15	11	मॉडल	मॉडल	n	m	sg	3	d	0	0	-	12.0	है	k1
15	12	है	है	v	any	sg	3	-	है	hE	active	13.0	और	ccof
15	13	और	और	avy	-	-	-	-	-	-	-	0.0	ROOT	main
15	14	वामदलों	वामदल	n	m	pl	3	o	0_को	0	-	18.0	करना	k1
15	15	को	को	psp	-	-	-	-	-	-	-	14.0	वामदलों	lwg__psp
15	16	उसका	वह	pn	m	sg	3	o	का	kA	-	17.0	आदर	r6-k2
15	17	आदर	आदर	n	m	sg	3	d	0	0	-	18.0	करना	pof
15	18	करना	कर	v	m	any	any	-	ना_चाहिए	nA	active	13.0	और	ccof
15	19	चाहिए	चाहिए	v	any	any	any	-	0	0	-	18.0	करना	lwg__vaux
15	20	।	।	punc	-	-	-	-	-	-	-	13.0	और	rsym
16	1	वित्त	वित्त	n	m	sg	3	d	0	0	-	2.0	मंत्री	pof__cn
16	2	मंत्री	मंत्री	n	m	sg	3	o	0_ने	0	-	4.0	कहा	k1
16	3	ने	ने	psp	-	-	-	-	-	-	-	2.0	मंत्री	lwg__psp
16	4	कहा	कह	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
16	5	कि	कि	avy	-	-	-	-	-	-	-	4.0	कहा	k2
16	6	वामदलों	वामदल	n	m	pl	3	o	0_ने	0	-	18.0	कर	k1
16	7	ने	ने	psp	-	-	-	-	-	-	-	6.0	वामदलों	lwg__psp
16	8	अब	अब	pn	-	-	-	d	-	-	-	16.0	करना	k7t
16	9	गैर	गैर	adj	any	any	-	o	-	-	-	11.0	कंपनियों	nmod__adj
16	10	नवरत्न	नवरत्न	n	m	sg	3	d	0	0	-	11.0	कंपनियों	pof__cn
16	11	कंपनियों	कंपनी	n	f	pl	3	o	0_में	0	-	16.0	करना	k7
16	12	में	में	psp	-	-	-	-	-	-	-	11.0	कंपनियों	lwg__psp
16	13	विनिवेश	विनिवेश	n	m	sg	3	o	0_को	0	-	16.0	करना	k2
16	14	को	को	psp	-	-	-	-	-	-	-	13.0	विनिवेश	lwg__psp
16	15	स्वीकार	स्वीकार	n	m	sg	3	d	0	0	-	16.0	करना	pof
16	16	करना	कर	v	any	any	any	d	ना	nA	-	18.0	कर	k2
16	17	शुरू	शुरू	n	m	sg	3	d	0	0	-	18.0	कर	pof
16	18	कर	कर	v	m	sg	3	-	0_दे+या_है	0	active	5.0	कि	ccof
16	19	दिया	दे	v	m	sg	any	-	या	yA	-	18.0	कर	lwg__vaux
16	20	है	है	v	any	sg	3	-	है	hE	-	19.0	दिया	lwg__vaux_cont
16	21	।	।	punc	-	-	-	-	-	-	-	4.0	कहा	rsym
17	1	वामदलों	वामदल	n	m	pl	3	o	0_का	0	-	3.0	गतिरोध	r6
